user_id,creation_time ,name,email,creation_source,last_session_creation_time ,opted_in_to_mailing_list,enabled_for_marketing_drip,org_id,invited_by_user_id
65,8/27/13 0:38,Baier Christin,ChristinBaier@gmail.com,Signup_Google_Auth,8/29/13 0:38,0,0,409,0
66,2/3/14 14:50,Bouchard Deloris,DelorisBBouchard@yahoo.com,Org_Invite,2/3/14 14:50,0,0,215,11389
67,4/23/14 10:52,Faust Torsten,TorstenFaust@gmail.com,Org_Invite,4/24/14 10:52,0,0,141,763
68,1/22/14 8:24,Madsen Johan,JohanIMadsen@gmail.com,Signup_Google_Auth,1/23/14 8:24,1,0,5,0
69,6/29/12 10:15,Bowen Alisha,AlishaBowen@gustr.com,Guest_Invite,5/30/14 10:15,0,0,107,5022
70,5/30/14 4:43,Bourchier Alex,AlexBourchier@gmail.com,Guest_Invite,5/30/14 4:43,0,0,184,10152
71,12/1/13 20:13,Cornell Calvin,CalvinSCornell@gmail.com,Personal_Projects,12/1/13 20:13,0,0,310,0
72,8/21/13 11:56,Poulsen Torben,TorbenLPoulsen@yahoo.com,Signup,8/23/13 11:56,0,0,367,0
73,4/16/13 17:32,Wolf Ralph,RalphWolf@jourrapide.com,Org_Invite,4/17/13 17:32,0,0,389,6169
74,1/14/13 0:02,Farrell Jack,JackFarrell@gmail.com,Signup_Google_Auth,8/24/13 0:02,0,0,89,0
75,1/25/14 1:05,Santos Alex,AlexAraujoSantos@cuvox.de,Signup,1/25/14 1:05,0,0,242,0
76,5/17/14 16:58,Jakobsen Villads,rmmyjysq@aethf.com,Signup,5/18/14 16:58,1,1,51,0
77,12/20/12 16:31,Melo Isabella,IsabellaSilvaMelo@jourrapide.com,Signup,1/17/13 16:31,1,1,68,0
78,6/28/12 17:36,Dalton Seth,btnmsful@tmfog.com,Personal_Projects,6/28/12 17:36,1,0,16,0
79,5/29/13 20:17,Hamilton Carrie,CarrieJHamilton@gmail.com,Guest_Invite,5/29/13 20:17,0,0,401,9912
80,2/28/14 21:30,Silva Samuel,SamuelBarbosaSilva@jourrapide.com,Org_Invite,5/4/14 21:30,1,1,49,238
81,6/26/13 3:57,Cardoso Rafael,RafaelCostaCardoso@yahoo.com,Personal_Projects,5/28/14 3:57,1,0,185,0
82,2/12/13 2:10,Nygaard Nicklas,NicklasJNygaard@gmail.com,Guest_Invite,6/4/14 2:10,0,0,91,3732
83,1/26/13 9:44,Araujo Gabriela,GabrielaFernandesAraujo@cuvox.de,Org_Invite,1/27/13 9:44,1,0,172,9016
84,1/28/14 4:48,D'Albertis Sean,SeanDAlbertis@gmail.com,Org_Invite,1/29/14 4:48,0,0,8,2050
85,8/16/13 18:00,Christensen Johan,JohanNChristensen@yahoo.com,Org_Invite,8/19/13 18:00,1,1,43,10481
86,11/11/12 2:50,Barbosa Nicolash,NicolashFernandesBarbosa@jourrapide.com,Org_Invite,11/14/12 2:50,0,0,249,9312
87,9/11/13 22:53,Martins Isabela,IsabelaAzevedoMartins@jourrapide.com,Signup,5/22/14 22:53,1,0,26,0
88,8/16/12 10:42,Barton Taylah,TaylahBarton@yahoo.com,Signup,8/16/12 10:42,0,0,139,0
89,8/7/12 22:12,Neumann Katrin,KatrinNeumann@cuvox.de,Signup,8/9/12 22:12,0,0,70,0
90,8/7/13 0:33,Gerber Daniela,DanielaGerber@jourrapide.com,Org_Invite,8/7/13 0:33,0,0,10,5961
91,3/19/13 17:20,Horniman Tyson,TysonHorniman@yahoo.com,Signup,3/20/13 17:20,0,0,252,0
92,2/24/13 20:33,Dobson Isobel,IsobelDobson@gmail.com,Signup_Google_Auth,2/24/13 20:33,0,0,91,0
93,9/10/12 8:07,Jørgensen Michael,MichaelSJrgensen@yahoo.com,Org_Invite,9/10/12 8:07,0,0,53,2126
94,6/4/13 13:58,Overgaard Clara,ClaraNOvergaard@gustr.com,Signup,6/9/13 13:58,0,0,69,0
95,3/9/14 6:30,Pickering Natasha,NatashaPickering@gmail.com,Personal_Projects,5/1/14 6:30,0,0,119,0
96,3/12/14 0:33,Bach Mohamed,MohamedFBach@gmail.com,Org_Invite,3/25/14 0:33,0,0,130,451
97,10/2/13 20:29,Hill Samuel,SamuelJHill@gmail.com,Signup_Google_Auth,10/2/13 20:29,0,0,3,0
98,5/13/14 15:52,Charles Benjamin,BenjaminCharles@jourrapide.com,Org_Invite,5/13/14 15:52,0,0,196,6529
99,9/26/12 23:27,Lauritsen Mark,MarkALauritsen@yahoo.com,Org_Invite,9/30/12 23:27,0,1,335,1261
100,6/14/13 8:41,Gardner Jennine,mprmlvse@qrmhc.com,Org_Invite,6/17/13 8:41,0,0,375,8357
101,8/15/13 22:38,Smith Mark,MarkYSmith@cuvox.de,Guest_Invite,8/16/13 22:38,0,0,303,5141
102,3/29/13 3:30,Gottschalk Gabriele,GabrieleGottschalk@gustr.com,Personal_Projects,3/29/13 3:30,0,0,307,0
103,12/2/12 10:44,Bang Emilie,EmilieMBang@jourrapide.com,Guest_Invite,12/2/12 10:44,1,1,25,4144
104,5/9/14 21:38,Lima Gabriel,GabrielAlmeidaLima@jourrapide.com,Personal_Projects,5/9/14 21:38,0,1,370,0
105,11/23/12 14:35,Kennedy Joseph,JosephKennedy@gmail.com,Org_Invite,11/25/12 14:35,1,1,134,4189
106,9/22/12 6:34,Cardoso Eduardo,EduardoMeloCardoso@cuvox.de,Personal_Projects,9/23/12 6:34,0,0,83,0
107,9/20/13 5:39,Ribeiro Vitor,VitorSantosRibeiro@yahoo.com,Signup,9/23/13 5:39,0,0,27,0
108,4/16/13 20:10,Pabst Kristin,KristinPabst@jourrapide.com,Guest_Invite,4/16/13 20:10,1,0,306,3522
109,8/28/12 5:18,Overgaard Bertram,BertramROvergaard@gustr.com,Signup,8/31/12 5:18,1,0,118,0
110,11/1/13 14:02,Hedegaard Rolla,RollaDHedegaard@yahoo.com,Org_Invite,11/3/13 14:02,0,0,295,6954
111,8/31/13 2:56,Brandt Jonas,JonasBrandt@gustr.com,Signup,9/1/13 2:56,0,0,19,0
112,12/9/12 8:21,Gregersen Bertram,omvqrnoh@qiuyl.com,Org_Invite,12/10/12 8:21,0,0,301,3261
113,4/24/14 19:07,Adair Taylah,TaylahAdair@gmail.com,Signup,4/28/14 19:07,0,0,100,0
114,5/30/14 14:33,Ford Ben,BenFord@yahoo.com,Guest_Invite,5/31/14 14:33,0,0,112,10054
115,5/27/14 21:26,Slim Georgia,GeorgiaSlim@yahoo.com,Guest_Invite,5/27/14 21:26,0,0,263,3096
116,9/4/12 1:40,Rocha Douglas,DouglasCastroRocha@cuvox.de,Org_Invite,9/4/12 1:40,0,0,0,8212
117,8/4/13 5:52,Lauritsen Pernille,PernilleNLauritsen@hotmail.com,Guest_Invite,8/6/13 5:52,0,0,39,9230
118,1/4/14 11:50,Quirk Will,WillQuirk@yahoo.com,Guest_Invite,1/4/14 11:50,1,1,12,6799
119,9/24/12 1:04,Patel Callum,CallumPatel@jourrapide.com,Signup,9/25/12 1:04,0,0,184,0
120,3/11/13 7:52,Burger Patrick,jkyoycnk@lyoxx.com,Guest_Invite,3/11/13 7:52,1,0,86,9709
121,1/3/13 23:57,Toft Dennis,DennisMToft@cuvox.de,Guest_Invite,1/3/13 23:57,1,0,402,121
122,3/18/13 7:10,Schreiber Christin,ChristinSchreiber@hotmail.com,Guest_Invite,3/18/13 7:10,0,0,42,8068
123,3/15/14 16:49,Morse Aaron,AaronRMorse@jourrapide.com,Signup,3/16/14 16:49,0,0,103,0
124,5/1/13 0:23,Roth Barbara,BarbaraRoth@jourrapide.com,Personal_Projects,5/1/13 0:23,0,0,373,0
125,5/26/13 20:51,Gilles Caleb,CalebGilles@yahoo.com,Org_Invite,5/26/13 20:51,0,0,268,8740
126,8/9/13 12:00,Rodrigues Tânia,TaniaAlvesRodrigues@gmail.com,Org_Invite,9/24/13 12:00,1,1,112,5348
127,3/11/13 22:07,Withnell Callum,vmvvqqju@apagc.com,Signup,3/13/13 22:07,0,0,30,0
128,4/10/14 6:36,Bosanquet Samuel,SamuelBosanquet@jourrapide.com,Signup,4/20/14 6:36,0,1,53,0
129,1/21/13 1:04,Cousin Derrick,useteqqj@wgobo.com,Personal_Projects,1/21/13 1:04,0,0,193,0
130,7/3/12 14:09,Swift Sean,SeanSwift@yahoo.com,Personal_Projects,7/3/12 14:09,0,0,406,0
131,2/7/13 2:31,Aponte Bert,BertGAponte@gmail.com,Personal_Projects,2/7/13 2:31,0,0,48,0
132,8/15/13 12:51,Oliveira Cauã,CauaGomesOliveira@gmail.com,Guest_Invite,8/16/13 12:51,0,0,263,3096
133,9/12/13 12:39,Melo Matilde,MatildeFernandesMelo@gmail.com,Signup,5/18/14 12:39,0,0,249,0
134,5/29/13 9:48,Bolton Thomas,ThomasEBolton@jourrapide.com,Personal_Projects,5/29/13 9:48,0,0,4,0
135,1/23/14 2:23,Skov Natasja,tbzuznte@mxecy.com,Org_Invite,6/2/14 2:23,0,0,313,6271
136,4/2/14 18:50,Gregersen Simone,SimoneDGregersen@gmail.com,Signup_Google_Auth,5/21/14 18:50,1,0,92,0
137,11/15/12 23:07,Renwick Luca,LucaRenwick@hotmail.com,Personal_Projects,11/15/12 23:07,0,0,9,0
138,7/4/13 20:12,Gibbs Henry,HenryGibbs@gmail.com,Signup_Google_Auth,7/4/13 20:12,0,0,138,0
139,3/29/14 19:43,Waller Ronald,RonaldCWaller@yahoo.com,Org_Invite,3/29/14 19:43,0,0,261,8610
140,6/3/13 19:47,Weiß Anke,AnkeWeiss@cuvox.de,Guest_Invite,6/3/13 19:47,0,1,35,11466
141,9/18/13 20:17,Gopinko Jasper,JasperGopinko@jourrapide.com,Org_Invite,2/3/14 20:17,0,0,264,10977
142,3/3/14 0:48,Eriksen Victoria,VictoriaOEriksen@yahoo.com,Personal_Projects,5/25/14 0:48,0,0,95,0
143,6/30/12 22:56,Willmore Marcus,MarcusWillmore@gustr.com,Guest_Invite,6/30/12 22:56,0,0,325,7801
144,2/16/13 11:33,Bach Sandra,nrxmpqjx@pdtom.com,Signup,2/18/13 11:33,1,0,55,0
145,7/25/13 11:55,Dam Jesper,JesperADam@hotmail.com,Guest_Invite,7/25/13 11:55,1,0,254,604
146,3/13/13 13:52,Rowell Taylah,TaylahRowell@cuvox.de,Org_Invite,6/4/14 13:52,0,0,60,2354
147,9/13/12 1:47,Muller Sophie,SophieMuller@cuvox.de,Org_Invite,9/13/12 1:47,0,0,1,10368
148,3/29/14 12:51,Kernot Christian,ChristianKernot@hotmail.com,Personal_Projects,3/29/14 12:51,0,0,2,0
149,9/13/12 9:54,Parke Virginia,VirginiaDParke@gustr.com,Org_Invite,9/13/12 9:54,0,0,63,7027
150,5/30/14 20:30,Azevedo Júlio,JulioOliveiraAzevedo@yahoo.com,Signup,5/30/14 20:30,0,0,10,0
151,4/12/13 11:45,Goncalves Melissa,MelissaRibeiroGoncalves@yahoo.com,Signup,4/12/13 11:45,0,0,11,0
152,10/15/13 9:40,Randolph Mark,MarkLRandolph@jourrapide.com,Guest_Invite,10/15/13 9:40,1,1,234,7393
153,4/28/13 0:00,Boone Timothy,TimothyMBoone@gustr.com,Signup,5/24/14 0:00,0,0,64,0
154,5/13/14 12:30,Gomes Alex,AlexCostaGomes@yahoo.com,Org_Invite,5/15/14 12:30,0,0,28,7110
155,4/21/13 13:12,Costa Emily,EmilySilvaCosta@yahoo.com,Guest_Invite,4/22/13 13:12,0,0,410,1697
156,3/6/14 21:52,Reginald Jordan,JordanReginald@jourrapide.com,Signup,3/6/14 21:52,1,0,170,0
157,2/15/14 15:44,Fleming Tyler,TylerFleming@gustr.com,Org_Invite,2/15/14 15:44,0,0,118,9434
158,12/26/13 21:55,Rozell Tammie,TammieRRozell@yahoo.com,Signup,12/27/13 21:55,0,0,42,0
159,5/18/14 6:21,Laursen Mohammad,tigkdohv@iaery.com,Org_Invite,5/18/14 6:21,0,0,374,10042
160,4/26/13 17:08,Skov Nicolai,NicolaiSSkov@gustr.com,Org_Invite,5/24/14 17:08,1,1,15,8331
161,5/19/14 10:30,Aachen Petra,PetraAachen@gmail.com,Signup_Google_Auth,5/23/14 10:30,1,0,17,0
162,2/19/14 22:15,Jacobsen Victoria,VictoriaMJacobsen@gustr.com,Guest_Invite,2/20/14 22:15,0,0,15,8006
163,5/20/14 10:33,Johansen Noah,NoahMJohansen@gmail.com,Personal_Projects,5/20/14 10:33,0,0,1,0
164,4/30/13 22:24,Bray Austin,AustinBray@gmail.com,Signup,4/30/13 22:24,0,1,364,0
165,12/28/12 9:13,Coutee Michael,MichaelLCoutee@gmail.com,Signup_Google_Auth,4/7/13 9:13,0,0,62,0
166,3/17/14 3:50,Jung Monika,MonikaJung@gmail.com,Personal_Projects,3/17/14 3:50,1,0,244,0
167,2/22/14 15:00,Murphy Matthew,MatthewGMurphy@jourrapide.com,Personal_Projects,2/22/14 15:00,1,0,342,0
168,12/15/12 3:16,Tucker Leah,LeahTucker@gustr.com,Org_Invite,5/30/14 3:16,0,0,225,7104
169,4/9/13 10:42,Chapman Charlotte,ubxlktni@erayt.com,Org_Invite,4/9/13 10:42,0,0,88,3298
170,1/6/14 9:37,Bryson Keith,KeithKBryson@gmail.com,Org_Invite,1/6/14 9:37,1,1,134,11484
171,4/19/14 8:58,Schmitt Yvonne,YvonneSchmitt@hotmail.com,Signup,5/16/14 8:58,0,0,121,0
172,6/16/13 4:53,Egger Paul,PaulEgger@gmail.com,Org_Invite,9/17/13 4:53,0,0,255,1846
173,10/24/13 19:58,Stroud Cheryl,CherylMStroud@cuvox.de,Personal_Projects,10/24/13 19:58,1,0,7,0
174,6/17/13 5:03,Pereira Matilde,MatildeRibeiroPereira@jourrapide.com,Guest_Invite,1/24/14 5:03,0,0,411,3345
175,8/14/12 7:22,Knudsen Astrid,AstridAKnudsen@cuvox.de,Personal_Projects,8/14/12 7:22,0,0,217,0
176,4/8/13 2:51,Terry Grace,GraceWTerry@gmail.com,Signup_Google_Auth,4/8/13 2:51,0,0,109,0
177,11/3/12 22:31,Reiniger Nicole,NicoleReiniger@gustr.com,Personal_Projects,11/3/12 22:31,0,0,165,0
178,6/8/12 14:44,Brauer Daniela,DanielaBrauer@gmail.com,Org_Invite,6/8/12 14:44,0,0,415,178
179,4/14/13 20:47,Millen Kai,KaiMillen@yahoo.com,Org_Invite,4/15/13 20:47,0,0,11,7701
180,1/11/14 15:46,Rasmussen Johanne,JohanneSRasmussen@yahoo.com,Signup,1/11/14 15:46,0,0,104,0
181,10/2/12 13:54,Martin Barbara,BarbaraHMartin@hotmail.com,Signup,10/2/12 13:54,0,0,329,0
182,11/19/13 2:59,Semmens Anna,AnnaSemmens@yahoo.com,Org_Invite,11/20/13 2:59,0,0,139,8529
183,5/8/14 19:24,Lorenzen Benjamin,BenjaminSLorenzen@yahoo.com,Personal_Projects,5/8/14 19:24,0,0,278,0
184,1/28/14 17:24,Luis Janet,JanetWLuis@yahoo.com,Signup,1/28/14 17:24,0,0,30,0
185,1/25/14 6:38,Blackman Jorja,JorjaBlackman@cuvox.de,Guest_Invite,6/4/14 6:38,0,0,116,2962
186,3/26/14 2:01,Azevedo Igor,IgorAlvesAzevedo@cuvox.de,Org_Invite,3/26/14 2:01,1,1,151,11304
187,5/28/14 19:49,Barlow Morgan,MorganBarlow@hotmail.com,Org_Invite,5/28/14 19:49,0,0,290,4926
188,3/18/14 21:34,Naumann Christina,ChristinaNaumann@yahoo.com,Org_Invite,5/27/14 21:34,0,0,30,3833
189,8/13/13 16:02,Higgins Elizabeth,ElizabethHiggins@yahoo.com,Personal_Projects,8/13/13 16:02,0,1,252,0
190,7/2/12 0:48,Peace Donald,DonaldIPeace@cuvox.de,Guest_Invite,7/2/12 0:48,0,0,200,4430
191,7/31/13 10:23,Schmitz Vanessa,zpconale@lupoa.com,Guest_Invite,7/31/13 10:23,0,0,0,3890
192,10/23/13 12:47,Turner John,JohnRTurner@gmail.com,Signup,10/23/13 12:47,0,0,187,0
193,10/30/12 4:15,Rocha Erick,ErickPintoRocha@jourrapide.com,Org_Invite,10/30/12 4:15,1,0,122,193
194,10/12/13 23:07,Bodenwieser Ruby,RubyBodenwieser@gmail.com,Guest_Invite,10/12/13 23:07,0,0,353,3192
195,10/3/13 11:44,Iqbal Joseph,leknjjpx@wogms.com,Org_Invite,10/4/13 11:44,0,0,135,2359
196,2/16/14 11:48,Kurtz Rebecca,RebeccaKKurtz@gmail.com,Guest_Invite,2/17/14 11:48,0,0,3,10370
197,7/4/12 0:26,Karlsen Camilla,CamillaSKarlsen@hotmail.com,Guest_Invite,6/1/14 0:26,1,0,135,9608
198,5/11/13 9:00,Brandt Natasja,NatasjaABrandt@gustr.com,Org_Invite,5/11/13 9:00,0,1,328,646
199,9/21/13 8:30,Theiss Uta,UtaTheiss@gustr.com,Guest_Invite,9/21/13 8:30,0,0,64,9286
200,2/23/13 12:41,Carvalho Carolina,CarolinaFernandesCarvalho@gmail.com,Org_Invite,6/4/14 12:41,1,1,107,11734
201,12/7/13 1:40,McPhee Erin,ErinMcPhee@jourrapide.com,Org_Invite,12/8/13 1:40,1,1,263,6087
202,11/10/13 5:10,Murray Sofia,SofiaMurray@yahoo.com,Guest_Invite,5/25/14 5:10,1,0,5,3246
203,6/10/13 11:16,Friedman Nicole,NicoleFriedman@cuvox.de,Guest_Invite,6/4/14 11:16,1,0,263,3096
204,3/24/13 8:03,Cunha Sofia,SofiaPereiraCunha@cuvox.de,Signup,3/28/13 8:03,0,0,36,0
205,8/30/12 6:46,Smith Sarah,SarahRSmith@gmail.com,Personal_Projects,8/30/12 6:46,0,0,0,0
206,12/3/13 19:20,Holtzmann Jennifer,JenniferHoltzmann@gmail.com,Personal_Projects,12/3/13 19:20,0,1,13,0
207,10/26/12 15:46,Maclean Katie,KatieMaclean@gmail.com,Personal_Projects,10/26/12 15:46,0,0,341,0
208,7/29/13 12:39,Praed Angelina,AngelinaPraed@cuvox.de,Signup,7/31/13 12:39,0,0,349,0
209,8/2/13 22:55,Castro Eduarda,EduardaMartinsCastro@jourrapide.com,Personal_Projects,6/3/14 22:55,0,0,184,0
210,4/29/14 17:50,Juhl Marius,MariusDJuhl@gmail.com,Guest_Invite,4/29/14 17:50,0,0,353,3192
211,10/15/13 14:33,Jepsen Malou,MalouMJepsen@gmail.com,Org_Invite,10/16/13 14:33,1,0,1,5107
212,3/24/13 18:05,Fisher Harvey,HarveyFisher@gmail.com,Org_Invite,3/29/13 18:05,0,0,342,3233
213,3/13/14 5:17,Cavalcanti Rafaela,RafaelaRochaCavalcanti@cuvox.de,Org_Invite,3/15/14 5:17,1,0,64,9286
214,1/15/13 4:33,Rasmussen Malou,MalouRRasmussen@gmail.com,Guest_Invite,6/3/14 4:33,0,0,304,6447
215,5/4/14 6:32,Beaudoin Rose,RoseJBeaudoin@jourrapide.com,Signup,5/5/14 6:32,0,0,25,0
216,12/14/13 13:45,Zinnbauer Tyson,cihkhewb@ptzrm.com,Signup,12/17/13 13:45,0,0,15,0
217,4/4/14 1:32,Cooke Joe,JoeCooke@gmail.com,Signup_Google_Auth,4/4/14 1:32,1,0,198,0
218,4/22/14 21:36,Wurfel Marko,MarkoWurfel@yahoo.com,Guest_Invite,4/22/14 21:36,0,1,153,10104
219,5/30/14 11:32,Carter Francesca,FrancescaCarter@cuvox.de,Org_Invite,6/1/14 11:32,1,0,303,2244
220,7/23/12 21:07,Cunha Phyllis,PhyllisTCunha@gmail.com,Signup_Google_Auth,7/24/12 21:07,0,1,68,0
221,5/16/14 21:56,Mathiasen Anders,AndersNMathiasen@gmail.com,Signup_Google_Auth,6/3/14 21:56,0,0,108,0
